Rank,Resolution,n_clusters,Silhouette,DBI_NMF,Adj_Score_Contact,Adj_Score_Radius,Adj_Score_Hybrid,Moran_I_Comp1,CHAOS,MarkerFraction,WeightedMF,MarkerExclusionRate,MarkerZeroRate,Specificity,Reconstruction,Expl_Var,Enrich,DBI_UMAP
10,0.4,23,0.27384063601493835,1.422871712026134,0.9958947512134494,0.987342368429523,0.987342368429523,0.9653875207672102,0.002644275921036861,0.7201351326112765,0.7207900588620013,0.4448449967298888,3,0.3887831847656536,1.6659720521680559,0.16654468,1.9672267446581977,
